 train         node      observed        predicted
     y          132    0.482831E+001    0.446397E+001
     y           51    0.447734E+001    0.398568E+001
     y          220    0.579606E+001    0.468295E+001
     y           52    0.501064E+001    0.517968E+001
     y           51    0.333220E+001    0.364988E+001
     y          116    0.346574E+001    0.423124E+001
     y          437    0.449981E+001    0.481792E+001
     y          437    0.476217E+001    0.446751E+001
     y          450    0.552146E+001    0.525812E+001
     y          113    0.434381E+001    0.494708E+001
     y          261    0.448864E+001    0.483265E+001
     y           31    0.738647E+001    0.690768E+001
     y           17    0.304452E+001    0.394390E+001
     y          230    0.447734E+001    0.450665E+001
     y           52    0.512396E+001    0.498920E+001
     y          448    0.478749E+001    0.478169E+001
     y           19    0.529330E+001    0.515212E+001
     y          240    0.277259E+001    0.479338E+001
     y          229    0.411087E+001    0.448044E+001
     y          261    0.299573E+001    0.406390E+001
     y          223    0.448864E+001    0.453483E+001
     y          240    0.492725E+001    0.532274E+001
     y           51    0.349651E+001    0.372946E+001
     y          220    0.395124E+001    0.446249E+001
     y           19    0.380666E+001    0.406701E+001
     y          437    0.391202E+001    0.444015E+001
     y          113    0.529330E+001    0.561481E+001
     y          131    0.451086E+001    0.482770E+001
     y          223    0.444265E+001    0.451893E+001
     y           61    0.482831E+001    0.526719E+001
     y           36    0.415888E+001    0.422897E+001
     y          121    0.576832E+001    0.577690E+001
     y          117    0.613988E+001    0.561356E+001
     y          437    0.473620E+001    0.475270E+001
     y          449    0.407754E+001    0.450166E+001
     y          231    0.512990E+001    0.525331E+001
     y          113    0.461512E+001    0.504594E+001
     y          221    0.349651E+001    0.364600E+001
     y           52    0.391202E+001    0.392392E+001
     y          437    0.494164E+001    0.482630E+001
     y          133    0.511799E+001    0.515018E+001
     y          240    0.470048E+001    0.479341E+001
     y          131    0.490527E+001    0.482770E+001
     y          241    0.520401E+001    0.513028E+001
     y           61    0.537990E+001    0.538064E+001
     y           20    0.391202E+001    0.460985E+001
     y          261    0.494164E+001    0.522701E+001
     y          223    0.444265E+001    0.421075E+001
     y          219    0.329584E+001    0.414515E+001
     y          229    0.421951E+001    0.448394E+001
     y          240    0.536129E+001    0.503677E+001
     y          131    0.494164E+001    0.482770E+001
     y          437    0.431749E+001    0.415561E+001
     y           61    0.604973E+001    0.616373E+001
     y           61    0.600881E+001    0.523450E+001
     y          229    0.449981E+001    0.438744E+001
     y          220    0.470048E+001    0.406727E+001
     y           24    0.439445E+001    0.449429E+001
     y          261    0.373767E+001    0.393934E+001
     y          230    0.470953E+001    0.449482E+001
     y          121    0.592693E+001    0.562765E+001
     y          431    0.368888E+001    0.437738E+001
     y          220    0.452179E+001    0.450690E+001
     y          113    0.577144E+001    0.548777E+001
     y          117    0.680239E+001    0.600705E+001
     y          117    0.504343E+001    0.571618E+001
     y          220    0.514166E+001    0.429890E+001
     y          113    0.539816E+001    0.543906E+001
     y          132    0.552146E+001    0.507963E+001
     y          222    0.448864E+001    0.415130E+001
     y          437    0.430407E+001    0.419445E+001
     y          222    0.313549E+001    0.347843E+001
     y          241    0.443082E+001    0.495208E+001
     y          222    0.389182E+001    0.327433E+001
     y           52    0.395124E+001    0.389300E+001
     y           64    0.391202E+001    0.473968E+001
     y          132    0.527300E+001    0.509690E+001
     y           36    0.304452E+001    0.321680E+001
     y          231    0.542495E+001    0.520121E+001
     y          113    0.518178E+001    0.522323E+001
     y           44    0.563479E+001    0.563479E+001
     y          240    0.485203E+001    0.494395E+001
     y          106    0.449981E+001    0.386643E+001
     y          241    0.555683E+001    0.544503E+001
     y          214    0.462497E+001    0.439981E+001
     y          113    0.448864E+001    0.481516E+001
     y          231    0.435671E+001    0.519505E+001
     y          241    0.664118E+001    0.610620E+001
     y          240    0.581114E+001    0.580946E+001
     y          223    0.418965E+001    0.459057E+001
     y          240    0.441884E+001    0.469761E+001
     y          451    0.507517E+001    0.467595E+001
     y           20    0.426268E+001    0.466699E+001
     y          113    0.630628E+001    0.566746E+001
     y          437    0.427667E+001    0.424738E+001
     y           50    0.366356E+001    0.351969E+001
     y          449    0.527300E+001    0.439511E+001
     y           61    0.501064E+001    0.520106E+001
     y          222    0.325810E+001    0.348113E+001
     y          240    0.595064E+001    0.496775E+001
     y          131    0.448864E+001    0.482770E+001
     y          133    0.470048E+001    0.470048E+001
     y          260    0.368888E+001    0.468037E+001
     y          113    0.451086E+001    0.508562E+001
     y          222    0.459512E+001    0.487055E+001
     y          431    0.486753E+001    0.413900E+001
     y          240    0.592693E+001    0.589174E+001
     y          221    0.380666E+001    0.379316E+001
     y          132    0.424850E+001    0.475950E+001
     y          231    0.429046E+001    0.425891E+001
     y          222    0.412713E+001    0.384394E+001
     y          116    0.504343E+001    0.515479E+001
     y          220    0.488280E+001    0.445634E+001
     y          437    0.382864E+001    0.398116E+001
     y          220    0.466344E+001    0.439242E+001
     y           61    0.484419E+001    0.505106E+001
     y           52    0.397029E+001    0.391440E+001
     y          220    0.455388E+001    0.461393E+001
     y          451    0.482831E+001    0.509181E+001
     y          117    0.578690E+001    0.599482E+001
     y           59    0.573334E+001    0.619713E+001
     y          231    0.548064E+001    0.519170E+001
     y           44    0.349651E+001    0.340050E+001
     y           44    0.449981E+001    0.468370E+001
     y          437    0.465396E+001    0.480655E+001
     y          220    0.458497E+001    0.461522E+001
     y           20    0.554126E+001    0.476923E+001
     y           36    0.533272E+001    0.536007E+001
     y          451    0.463473E+001    0.461258E+001
     y          229    0.503044E+001    0.405395E+001
     y          223    0.431749E+001    0.432895E+001
     y          113    0.411087E+001    0.459270E+001
     y          430    0.355535E+001    0.351374E+001
     y          451    0.500395E+001    0.504639E+001
     y          219    0.474493E+001    0.474493E+001
     y          436    0.451086E+001    0.486646E+001
     y          229    0.436945E+001    0.460611E+001
     y          132    0.444265E+001    0.493217E+001
     y           44    0.366356E+001    0.440034E+001
     y          240    0.574620E+001    0.527857E+001
     y          220    0.304452E+001    0.434452E+001
     y          223    0.470048E+001    0.469966E+001
     y          240    0.531321E+001    0.488476E+001
     y          131    0.447734E+001    0.447734E+001
     y          241    0.443082E+001    0.502330E+001
     y           44    0.355535E+001    0.354005E+001
     y          131    0.494876E+001    0.482770E+001
     y          220    0.389182E+001    0.357147E+001
     y           61    0.599146E+001    0.581384E+001
     y          261    0.504986E+001    0.471609E+001
     y          229    0.395124E+001    0.429383E+001
     y          231    0.444265E+001    0.483269E+001
     y          132    0.415888E+001    0.491707E+001
     y          261    0.494164E+001    0.522701E+001
     y          231    0.435671E+001    0.476339E+001
     y          240    0.459512E+001    0.459397E+001
     y           44    0.558725E+001    0.492257E+001
     y          436    0.486753E+001    0.465476E+001
     y           52    0.424850E+001    0.408420E+001
     y          113    0.532788E+001    0.513049E+001
     y           67    0.626720E+001    0.563059E+001
     y          113    0.547646E+001    0.447250E+001
     y           50    0.380666E+001    0.409996E+001
     y          436    0.400733E+001    0.367417E+001
     y          223    0.466344E+001    0.454652E+001
     y          133    0.521494E+001    0.515018E+001
     y           61    0.654965E+001    0.551625E+001
     y          133    0.505625E+001    0.505625E+001
     y          436    0.395124E+001    0.400352E+001
     y          431    0.429046E+001    0.430986E+001
     y          431    0.439445E+001    0.431368E+001
     y          113    0.500395E+001    0.519050E+001
     y          117    0.578383E+001    0.626232E+001
     y          260    0.552146E+001    0.483171E+001
     y          448    0.576519E+001    0.513589E+001
     y           20    0.501064E+001    0.403135E+001
     y          113    0.578996E+001    0.547055E+001
     y          241    0.543372E+001    0.525877E+001
     y          241    0.664509E+001    0.598313E+001
     y          220    0.454329E+001    0.471165E+001
     y          241    0.507517E+001    0.490934E+001
     y          221    0.469135E+001    0.453708E+001
     y          448    0.537064E+001    0.532720E+001
     y           45    0.500395E+001    0.479477E+001
     y           61    0.501064E+001    0.536863E+001
     y           61    0.555683E+001    0.516452E+001
     y          450    0.431749E+001    0.409176E+001
     y           17    0.681783E+001    0.677077E+001
     y           61    0.516479E+001    0.607334E+001
     y          450    0.477912E+001    0.469902E+001
     y          431    0.485981E+001    0.441896E+001
     y          217    0.380666E+001    0.404185E+001
     y          220    0.368888E+001    0.440596E+001
     y           37    0.505625E+001    0.501554E+001
     y           52    0.397029E+001    0.397391E+001
     y          217    0.366356E+001    0.439485E+001
     y           51    0.400733E+001    0.409615E+001
     y          431    0.423411E+001    0.372393E+001
     y          451    0.415888E+001    0.396876E+001
     y          223    0.507517E+001    0.455237E+001
     y          231    0.486753E+001    0.479711E+001
     y          431    0.430407E+001    0.420811E+001
     y          450    0.439445E+001    0.445091E+001
     y          261    0.373767E+001    0.393934E+001
     y           64    0.480402E+001    0.507135E+001
     y          261    0.373767E+001    0.393934E+001
     y          431    0.400733E+001    0.445410E+001
     y          436    0.349651E+001    0.441166E+001
     y          231    0.507517E+001    0.487326E+001
     y          231    0.512990E+001    0.502821E+001
     y          117    0.623832E+001    0.589211E+001
     y           61    0.572685E+001    0.544925E+001
     y          260    0.516479E+001    0.466562E+001
     y          241    0.452179E+001    0.509480E+001
     y          431    0.412713E+001    0.415785E+001
     y          231    0.466344E+001    0.458746E+001
     y          229    0.449981E+001    0.449981E+001
     y           52    0.431749E+001    0.411767E+001
     y           61    0.529832E+001    0.534197E+001
     y          221    0.449981E+001    0.433797E+001
     y           50    0.418965E+001    0.420583E+001
     y          261    0.373767E+001    0.393934E+001
     y          117    0.568698E+001    0.524262E+001
     y          131    0.519296E+001    0.482770E+001
     y          260    0.380666E+001    0.361351E+001
     y          431    0.387120E+001    0.446474E+001
     y          113    0.607764E+001    0.479706E+001
     y          231    0.618002E+001    0.533274E+001
     y           17    0.329584E+001    0.347652E+001
     y          431    0.431749E+001    0.437726E+001
     y          131    0.434381E+001    0.482770E+001
     y          113    0.542935E+001    0.647244E+001
     y          113    0.460517E+001    0.509366E+001
     y          113    0.438203E+001    0.471297E+001
     y          436    0.520401E+001    0.525716E+001
     y          448    0.597889E+001    0.525069E+001
     y          451    0.448864E+001    0.460712E+001
     y          231    0.552146E+001    0.501742E+001
     y           59    0.621261E+001    0.576974E+001
     y          241    0.494876E+001    0.524111E+001
     y           20    0.465396E+001    0.469711E+001
     y           17    0.363759E+001    0.468859E+001
     y          451    0.417439E+001    0.475672E+001
     y          113    0.501064E+001    0.497102E+001
     y           17    0.415888E+001    0.440360E+001
     y          231    0.540717E+001    0.519961E+001
     y           52    0.391202E+001    0.405311E+001
     y          231    0.522575E+001    0.461265E+001
     y           64    0.404305E+001    0.425726E+001
     y          241    0.411087E+001    0.475624E+001
     y          132    0.554126E+001    0.516505E+001
     y          131    0.490527E+001    0.482770E+001
     y          223    0.519296E+001    0.465306E+001
     y          449    0.368888E+001    0.417693E+001
     y          437    0.455388E+001    0.483766E+001
     y          240    0.524702E+001    0.529761E+001
     y           51    0.380666E+001    0.362101E+001
     y          231    0.444265E+001    0.465980E+001
     y          231    0.506260E+001    0.506304E+001
     y          230    0.420469E+001    0.460118E+001
     y          113    0.585507E+001    0.580943E+001
     y          216    0.417439E+001    0.394990E+001
     y           52    0.438203E+001    0.468226E+001
     y          261    0.562040E+001    0.502871E+001
     y           59    0.680239E+001    0.678808E+001
     y          240    0.565599E+001    0.501230E+001
     y          223    0.400733E+001    0.452521E+001
     y           23    0.470048E+001    0.433795E+001
     y          223    0.431749E+001    0.454991E+001
     y          221    0.336730E+001    0.370075E+001
     y          220    0.389182E+001    0.465853E+001
     y          132    0.501064E+001    0.504660E+001
     y          451    0.529832E+001    0.506420E+001
     y          229    0.482831E+001    0.465419E+001
     y           61    0.458497E+001    0.501889E+001
     y          240    0.514166E+001    0.500462E+001
     y          231    0.552943E+001    0.527112E+001
     y          261    0.385015E+001    0.415340E+001
     y          231    0.504986E+001    0.515947E+001
     y          214    0.501064E+001    0.397647E+001
     y           23    0.424850E+001    0.406484E+001
     y          436    0.448864E+001    0.424739E+001
     y          260    0.321888E+001    0.370785E+001
     y          231    0.536598E+001    0.546320E+001
     y          220    0.409434E+001    0.504129E+001
     y           61    0.474493E+001    0.500142E+001
     y          231    0.456435E+001    0.481414E+001
     y           52    0.395124E+001    0.401647E+001
     y          223    0.494164E+001    0.456922E+001
     y          220    0.454329E+001    0.468007E+001
     y           52    0.387120E+001    0.401238E+001
     y           37    0.518178E+001    0.498172E+001
     y          230    0.472739E+001    0.467095E+001
     y          116    0.512990E+001    0.522019E+001
     y          451    0.400733E+001    0.464693E+001
     y          113    0.479579E+001    0.454403E+001
     y          113    0.516479E+001    0.491643E+001
     y          220    0.431749E+001    0.448464E+001
     y          113    0.455388E+001    0.521120E+001
     y          231    0.454329E+001    0.463478E+001
     y          131    0.453260E+001    0.482770E+001
     y          431    0.402535E+001    0.410956E+001
     y          132    0.501064E+001    0.488599E+001
     y          261    0.501064E+001    0.517657E+001
     y          113    0.522036E+001    0.563609E+001
     y          223    0.397029E+001    0.451496E+001
     y          241    0.514166E+001    0.511498E+001
     y          230    0.448864E+001    0.455402E+001
     y          437    0.407754E+001    0.478148E+001
     y          431    0.407754E+001    0.424949E+001
     y          430    0.418965E+001    0.440390E+001
     y          431    0.407754E+001    0.393107E+001
     y          231    0.484419E+001    0.529628E+001
     y          229    0.397029E+001    0.461842E+001
     y          132    0.438203E+001    0.476014E+001
     y          228    0.447734E+001    0.484119E+001
     y          220    0.475359E+001    0.447522E+001
     y           44    0.404305E+001    0.373780E+001
     y          131    0.504986E+001    0.482770E+001
     y           52    0.397029E+001    0.397440E+001
     y           59    0.610032E+001    0.578647E+001
     y           52    0.391202E+001    0.408056E+001
     y          437    0.480402E+001    0.481493E+001
     y          451    0.472739E+001    0.516499E+001
     y          132    0.570378E+001    0.524380E+001
     y          437    0.424850E+001    0.421887E+001
     y           23    0.343399E+001    0.343399E+001
     y           45    0.507517E+001    0.522945E+001
     y          448    0.404305E+001    0.459274E+001
     y          241    0.531321E+001    0.504500E+001
     y           50    0.380666E+001    0.391624E+001
     y          240    0.599146E+001    0.497902E+001
     y           50    0.395124E+001    0.377001E+001
     y          132    0.524702E+001    0.493290E+001
     y          113    0.435671E+001    0.481096E+001
     y          222    0.415888E+001    0.448847E+001
     y          131    0.483628E+001    0.482770E+001
     y          437    0.496284E+001    0.461857E+001
     y          437    0.502388E+001    0.479219E+001
     y          450    0.421951E+001    0.447699E+001
     y          133    0.461512E+001    0.515018E+001
     y          240    0.494164E+001    0.472785E+001
     y          131    0.451086E+001    0.482770E+001
     y          431    0.459512E+001    0.436981E+001
     y          121    0.633859E+001    0.620372E+001
     y          131    0.469135E+001    0.479839E+001
     y           19    0.400733E+001    0.427297E+001
     y          437    0.343399E+001    0.408963E+001
     y          437    0.382864E+001    0.393533E+001
     y           24    0.395124E+001    0.377331E+001
     y          132    0.568358E+001    0.608514E+001
     y          437    0.474493E+001    0.464173E+001
     y          431    0.470048E+001    0.419100E+001
     y          113    0.512990E+001    0.543730E+001
     y          132    0.552146E+001    0.507963E+001
     y          220    0.420469E+001    0.438597E+001
     y          431    0.368888E+001    0.387163E+001
     y          113    0.561677E+001    0.461694E+001
     y          229    0.402535E+001    0.460519E+001
     y          117    0.543372E+001    0.574474E+001
     y           23    0.548480E+001    0.504921E+001
     y          117    0.610925E+001    0.610858E+001
     y          131    0.482831E+001    0.482770E+001
     y          113    0.436945E+001    0.460295E+001
     y           19    0.507517E+001    0.439552E+001
     y          231    0.526786E+001    0.532494E+001
     y          241    0.443082E+001    0.397556E+001
     y          448    0.480402E+001    0.510579E+001
     y          117    0.542495E+001    0.569958E+001
     y          231    0.637673E+001    0.579600E+001
     y          220    0.533272E+001    0.516967E+001
     y           45    0.411087E+001    0.450823E+001
     y          131    0.453260E+001    0.482770E+001
     y          132    0.605209E+001    0.529906E+001
     y           50    0.404305E+001    0.378559E+001
     y          260    0.378419E+001    0.466562E+001
     y          113    0.479579E+001    0.487127E+001
     y           50    0.333220E+001    0.363491E+001
     y          222    0.427667E+001    0.464920E+001
     y          448    0.528320E+001    0.510704E+001
     y          231    0.387120E+001    0.473086E+001
     y          261    0.373767E+001    0.393934E+001
     y          223    0.407754E+001    0.444545E+001
     y          231    0.467283E+001    0.485030E+001
     y          430    0.510595E+001    0.461709E+001
     y          220    0.404305E+001    0.479207E+001
     y           21    0.452179E+001    0.383817E+001
     y          240    0.519296E+001    0.522622E+001
     y          230    0.509987E+001    0.450875E+001
     y          133    0.729438E+001    0.708082E+001
     y          231    0.573657E+001    0.542312E+001
     y          231    0.481218E+001    0.502322E+001
     y           36    0.336730E+001    0.323046E+001
     y          229    0.462497E+001    0.448004E+001
     y           64    0.406044E+001    0.425726E+001
     y          240    0.529330E+001    0.526837E+001
     y          449    0.592426E+001    0.537397E+001
     y          217    0.404305E+001    0.416632E+001
     y          121    0.540717E+001    0.538126E+001
     y          220    0.511199E+001    0.464393E+001
     y          220    0.465396E+001    0.461631E+001
     y          117    0.530827E+001    0.576670E+001
     y          214    0.355535E+001    0.425706E+001
     y          220    0.325810E+001    0.318149E+001
     y           37    0.346574E+001    0.346574E+001
     y          116    0.596615E+001    0.596615E+001
     y          113    0.632077E+001    0.516021E+001
     y           20    0.474493E+001    0.474493E+001
     y          230    0.469135E+001    0.459780E+001
     y          261    0.373767E+001    0.393934E+001
     y          431    0.393183E+001    0.419273E+001
     y          131    0.495583E+001    0.482770E+001
     y          132    0.438203E+001    0.481701E+001
     y           51    0.355535E+001    0.357512E+001
     y          436    0.478749E+001    0.451552E+001
     y           52    0.483628E+001    0.462888E+001
     y          113    0.494164E+001    0.457396E+001
     y          241    0.462497E+001    0.511910E+001
     y          131    0.441884E+001    0.482770E+001
     y          436    0.366356E+001    0.383953E+001
     y          228    0.458497E+001    0.459346E+001
     y           61    0.570378E+001    0.503199E+001
     y          221    0.421951E+001    0.400116E+001
     y           61    0.504343E+001    0.477343E+001
     y          260    0.402535E+001    0.361351E+001
     y           37    0.346574E+001    0.399522E+001
     y          222    0.340120E+001    0.408748E+001
     y          241    0.421951E+001    0.478534E+001
     y          133    0.484419E+001    0.515018E+001
     y          223    0.501728E+001    0.455189E+001
     y          448    0.523111E+001    0.510215E+001
     y           20    0.466344E+001    0.436272E+001
     y          231    0.527300E+001    0.533967E+001
     y          436    0.486753E+001    0.457944E+001
     y           23    0.504343E+001    0.547410E+001
     y           17    0.465396E+001    0.535690E+001
     y           31    0.671417E+001    0.682699E+001
     y           20    0.317805E+001    0.495243E+001
     y          113    0.503695E+001    0.506560E+001
     y           31    0.665801E+001    0.652177E+001
     y          223    0.443082E+001    0.444309E+001
     y          113    0.555296E+001    0.495780E+001
     y          131    0.499043E+001    0.482770E+001
     y          132    0.542053E+001    0.499222E+001
     y          437    0.504986E+001    0.478083E+001
     y          113    0.561677E+001    0.496619E+001
     y           51    0.389182E+001    0.379441E+001
     y          223    0.412713E+001    0.436044E+001
     y          214    0.363759E+001    0.363759E+001
     y           64    0.385015E+001    0.425726E+001
     y           20    0.340120E+001    0.403135E+001
     y          448    0.514166E+001    0.524332E+001
     y          260    0.435671E+001    0.445203E+001
     y          220    0.461512E+001    0.437112E+001
     y          106    0.494876E+001    0.474314E+001
     y          241    0.378419E+001    0.433631E+001
     y          132    0.400733E+001    0.380878E+001
     y          451    0.460517E+001    0.496555E+001
     y          241    0.478749E+001    0.500882E+001
     y          241    0.554518E+001    0.542555E+001
     y          240    0.534233E+001    0.517653E+001
     y           51    0.340120E+001    0.368893E+001
     y          132    0.536129E+001    0.507963E+001
     y          113    0.529832E+001    0.538606E+001
     y          240    0.534233E+001    0.518376E+001
     y          132    0.518739E+001    0.525315E+001
     y          231    0.501728E+001    0.443671E+001
     y          222    0.349651E+001    0.399927E+001
     y          231    0.485203E+001    0.462074E+001
     y          241    0.444265E+001    0.466895E+001
     y           67    0.451086E+001    0.493933E+001
     y           51    0.358352E+001    0.388735E+001
     y          231    0.478749E+001    0.473345E+001
     y          113    0.505625E+001    0.480254E+001
     y          117    0.677308E+001    0.634988E+001
     y           52    0.389182E+001    0.403825E+001
     y          436    0.455388E+001    0.453428E+001
     y          230    0.426268E+001    0.450929E+001
     y          131    0.511199E+001    0.482770E+001
     y           61    0.524175E+001    0.556778E+001
     y           61    0.598896E+001    0.477084E+001
     y          431    0.441884E+001    0.400546E+001
     y           59    0.668461E+001    0.611886E+001
     y          113    0.504986E+001    0.486808E+001
     y           36    0.576519E+001    0.587445E+001
     y          133    0.528320E+001    0.515018E+001
     y          448    0.585793E+001    0.503355E+001
     y          431    0.463473E+001    0.464070E+001
     y           31    0.682871E+001    0.680468E+001
     y           20    0.366356E+001    0.350166E+001
     y          261    0.373767E+001    0.393934E+001
     y          448    0.463473E+001    0.489683E+001
     y           61    0.511199E+001    0.528543E+001
     y          220    0.482831E+001    0.459516E+001
     y          431    0.456435E+001    0.437555E+001
     y          113    0.572685E+001    0.479471E+001
     y          223    0.459512E+001    0.446305E+001
     y           31    0.543372E+001    0.620431E+001
     y          222    0.361092E+001    0.423287E+001
     y          113    0.430407E+001    0.472057E+001
     y          231    0.474493E+001    0.470345E+001
     y          230    0.468213E+001    0.458171E+001
     y          448    0.470953E+001    0.527782E+001
     y          230    0.449981E+001    0.455345E+001
     y           23    0.655108E+001    0.602145E+001
     y          132    0.444265E+001    0.457784E+001
     y          113    0.568017E+001    0.552450E+001
     y           23    0.424850E+001    0.448220E+001
     y          241    0.496284E+001    0.498794E+001
     y          113    0.482028E+001    0.490928E+001
     y          214    0.462497E+001    0.458499E+001
     y          131    0.458497E+001    0.482770E+001
     y           51    0.368888E+001    0.398870E+001
     y          448    0.525750E+001    0.554952E+001
     y           23    0.329584E+001    0.405156E+001
     y          231    0.538907E+001    0.484215E+001
     y          222    0.333220E+001    0.333080E+001
     y          222    0.487520E+001    0.442065E+001
     y          241    0.478749E+001    0.481139E+001
     y          220    0.499043E+001    0.432170E+001
     y          448    0.536598E+001    0.482269E+001
     y          223    0.400733E+001    0.416202E+001
     y          231    0.515906E+001    0.484900E+001
     y          437    0.448864E+001    0.462461E+001
     y          117    0.630262E+001    0.579245E+001
     y          436    0.490527E+001    0.478846E+001
     y           17    0.415888E+001    0.325126E+001
     y           24    0.321888E+001    0.337420E+001
     y          220    0.452179E+001    0.406284E+001
     y          431    0.380666E+001    0.416592E+001
     y          220    0.429046E+001    0.421641E+001
     y           64    0.501728E+001    0.518081E+001
     y          113    0.522036E+001    0.487019E+001
     y          241    0.526269E+001    0.525449E+001
     y          431    0.387120E+001    0.429602E+001
     y           52    0.395124E+001    0.410012E+001
     y          241    0.438203E+001    0.474757E+001
     y          437    0.477912E+001    0.427648E+001
     y          220    0.346574E+001    0.382726E+001
     y          214    0.490527E+001    0.432765E+001
     y          113    0.586647E+001    0.560885E+001
     y          437    0.484419E+001    0.479219E+001
     y          217    0.371357E+001    0.450137E+001
     y          241    0.517048E+001    0.488851E+001
     y          231    0.512990E+001    0.520239E+001
     y          106    0.378419E+001    0.366451E+001
     y          241    0.475359E+001    0.467349E+001
     y           50    0.329584E+001    0.329079E+001
     y          131    0.509987E+001    0.482770E+001
     y          431    0.412713E+001    0.411728E+001
     y          131    0.481218E+001    0.482770E+001
     y          231    0.500395E+001    0.525055E+001
     y          220    0.504343E+001    0.395643E+001
     y          231    0.527811E+001    0.526436E+001
     y          231    0.455388E+001    0.441651E+001
     y          131    0.452179E+001    0.482770E+001
     y          131    0.495583E+001    0.482770E+001
     y          132    0.522036E+001    0.522026E+001
     y          216    0.447734E+001    0.360560E+001
     y          260    0.458497E+001    0.452427E+001
     y          132    0.494164E+001    0.537681E+001
     y          228    0.503695E+001    0.468488E+001
     y          241    0.486753E+001    0.504309E+001
     y          260    0.449981E+001    0.459338E+001
     y          113    0.485203E+001    0.475540E+001
     y           17    0.289037E+001    0.346238E+001
     y           45    0.409434E+001    0.474295E+001
     y          220    0.463473E+001    0.432808E+001
     y          132    0.583188E+001    0.556299E+001
     y           50    0.368888E+001    0.364463E+001
     y          231    0.457471E+001    0.487921E+001
     y           52    0.391202E+001    0.406561E+001
     y           51    0.380666E+001    0.391410E+001
     y          113    0.545959E+001    0.525462E+001
     y          240    0.570378E+001    0.561281E+001
     y          231    0.421951E+001    0.445702E+001
     y           51    0.440672E+001    0.380411E+001
     y          261    0.471850E+001    0.515668E+001
     y           36    0.459512E+001    0.420848E+001
     y           51    0.340120E+001    0.344433E+001
     y          214    0.462497E+001    0.463731E+001
     y           64    0.382864E+001    0.425726E+001
     y          113    0.455388E+001    0.457593E+001
     y          451    0.451086E+001    0.465172E+001
     y          113    0.494164E+001    0.498666E+001
     y          448    0.482831E+001    0.501067E+001
     y           20    0.477068E+001    0.460985E+001
     y          231    0.451086E+001    0.454009E+001
     y          221    0.522036E+001    0.488951E+001
     y          430    0.389182E+001    0.332523E+001
     y          113    0.445435E+001    0.488244E+001
     y          450    0.397029E+001    0.390539E+001
     y          229    0.486753E+001    0.452112E+001
     y          241    0.355535E+001    0.440142E+001
     y          231    0.460517E+001    0.466929E+001
     y          113    0.479579E+001    0.455302E+001
     y          450    0.395124E+001    0.400257E+001
     y          113    0.482831E+001    0.490459E+001
     y          131    0.475359E+001    0.482770E+001
     y          231    0.506260E+001    0.511717E+001
     y           20    0.678897E+001    0.612085E+001
     y          241    0.498361E+001    0.499910E+001
     y          436    0.494164E+001    0.462382E+001
     y          260    0.363759E+001    0.380291E+001
     y           59    0.456435E+001    0.532320E+001
     y          241    0.551343E+001    0.508522E+001
     y           61    0.477912E+001    0.528855E+001
     y          132    0.445435E+001    0.524598E+001
     y           61    0.529330E+001    0.485628E+001
     y          220    0.460517E+001    0.413166E+001
     y          132    0.444265E+001    0.475964E+001
     y           50    0.417439E+001    0.421689E+001
     y          230    0.417439E+001    0.457312E+001
     y           52    0.397029E+001    0.390943E+001
     y           61    0.505625E+001    0.536711E+001
     y          113    0.509987E+001    0.525701E+001
     y          231    0.500395E+001    0.513824E+001
     y          220    0.438203E+001    0.457141E+001
     y          117    0.543808E+001    0.550254E+001
     y          132    0.494164E+001    0.452998E+001
     y          231    0.503044E+001    0.484617E+001
     y          261    0.368888E+001    0.435116E+001
     y          437    0.355535E+001    0.413969E+001
     y          230    0.500395E+001    0.439930E+001
     y          261    0.494164E+001    0.522701E+001
     y          261    0.472739E+001    0.492342E+001
     y          431    0.460517E+001    0.444200E+001
     y          230    0.466344E+001    0.461850E+001
     y          223    0.426268E+001    0.427977E+001
     y           31    0.704752E+001    0.747227E+001
     y           21    0.452179E+001    0.511667E+001
     y          220    0.424850E+001    0.448708E+001
     y          220    0.400733E+001    0.488600E+001
     y          133    0.650129E+001    0.654467E+001
     y          241    0.523644E+001    0.505051E+001
     y          113    0.455388E+001    0.483304E+001
     y           45    0.501064E+001    0.498193E+001
     y           23    0.343399E+001    0.418352E+001
     y          216    0.361092E+001    0.418184E+001
     y          117    0.534233E+001    0.541796E+001
     y           61    0.636475E+001    0.619782E+001
     y          116    0.602102E+001    0.601792E+001
     y          231    0.434381E+001    0.456894E+001
     y          117    0.546383E+001    0.545431E+001
     y          131    0.484419E+001    0.482770E+001
     y           51    0.380666E+001    0.370112E+001
     y           37    0.448864E+001    0.448864E+001
     y           24    0.451086E+001    0.480618E+001
     y          436    0.436945E+001    0.394950E+001
     y          229    0.400733E+001    0.400485E+001
     y          231    0.586363E+001    0.530040E+001
     y          113    0.482831E+001    0.468654E+001
     y          220    0.553733E+001    0.466094E+001
     y           52    0.429046E+001    0.440562E+001
     y          113    0.481218E+001    0.480819E+001
     y           45    0.629527E+001    0.606027E+001
     y          229    0.537064E+001    0.471087E+001
     y          132    0.470048E+001    0.513769E+001
     y          261    0.501064E+001    0.487722E+001
     y           64    0.380666E+001    0.415309E+001
     y          131    0.485981E+001    0.482770E+001
     y          131    0.458497E+001    0.482770E+001
     y          240    0.529330E+001    0.495910E+001
     y          131    0.503044E+001    0.482770E+001
     y           61    0.474493E+001    0.498214E+001
     y          230    0.434381E+001    0.456458E+001
